SETPOINT      RPM RODA 1         PWM RODA 1        RPM RODA 2         PWM RODA 2
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
0.00         269.00              0.00              15.00              0.00
1000.00         269.00              16.69              15.00              29.19
1000.00         269.00              22.31              15.00              43.78
1000.00         269.00              27.93              15.00              58.37
1000.00         269.00              33.55              15.00              72.96
