(RODA 2 COM O CIRCUITO DA RODA 1)
PWM    RPM R1    RPM R2    RPM R3
100PWM    RPM R1    RPM R2    RPM R3
20    747    0    0
20    746    0    0
20    0    0    0
20    625    0    0
20    681    0    0
20    706    0    0
20    725    0    0
20    727    0    0
20    729    0    0
20    736    0    0
20    744    0    0
20    736    0    0
20    740    0    0
20    744    0    0
20    739    0    0
20    742    0    0
20    745    0    0
20    741    0    0
20    744    0    0
20    743    0    0
20    743    0    0
20    739    0    0
20    744    0    0
20    742    0    0
20    738    0    0
20    738    0    0
20    738    0    0
20    740    0    0
20    740    0    0
20    739    0    0
20    741    0    0
20    741    0    0
20    740    0    0
20    0    0    0
20    666    0    0
20    725    0    0
20    735    0    0
20    742    0    0
20    744    0    0
20    739    0    0
20    739    0    0
20    727    0    0
20    738    0    0
20    746    0    0
20    733    0    0
20    738    0    0
20    735    0    0
20    735    0    0
20    735    0    0
20    738    0    0
20    738    0    0
20    736    0    0
20    740    0    0
20    737    0    0
20    739    0    0
20    739    0    0
20    739    0    0
20    741    0    0
20    742    0    0
20    740    0    0
20    742    0    0
20    741    0    0
20    738    0    0
20    0    0    0
20    576    0    0
20    714    0    0
20    714    0    0
20    737    0    0
20    737    0    0
20    718    0    0
20    720    0    0
20    728    0    0
20    729    0    0
20    725    0    0
20    730    0    0
20    721    0    0
20    722    0    0
20    726    0    0
20    727    0    0
20    727    0    0
20    728    0    0
20    727    0    0
20    723    0    0
20    726    0    0
20    726    0    0
20    724    0    0
20    722    0    0
20    724    0    0
20    723    0    0
20    722    0    0
20    726    0    0
20    721    0    0
20    723    0    0
20    723    0    0
20    0    0    0
20    576    0    0
40    661    0    0
40    677    0    0
